schema_version,run_id,bundle_run_id,case_id,family,method,spectral_samples,bundle_dimension,branch,perturbation_sign,perturbation_norm,propagation_time_nd,propagation_time_days,time_samples,coordinate_system,integrator,event_condition,source_map_status,bundle_research_status,bundle_invariance_residual_max,direction_principal_angle_max_deg_to_qr,branch_sign_consistent,manifold_jacobi_drift,initial_linear_growth_ratio,final_linear_growth_ratio,normalized_3d_manifold_distance_to_qr,normalized_displacement_distance_to_qr,normalized_displacement_perturbation_sensitivity,cross_resolution_normalized_3d_distance,cross_resolution_reference_case,runtime_seconds,status,failure_reason,registry_sha256,method_npz_sha256,source_git_commit
invariant_bundle_manifold_convergence_v2,BCD048008409BD67CAA4,622C929BECB834767763,em_halo_12p40_n21,earth_moon_l1_quasi_halo,traditional_pointwise_eigendecomposition,21,1,unstable,-1,5e-08,2.855362047499724,12.3979820102438,41,cr3bp_synodic_rotating_nondimensional,DOP853_rtol1e-11_atol1e-13,none_fixed_duration,pass,fail,0.1235239283781203,7.151340755182589,true,1.332267629550188e-15,1.000000005016276,1.000108677244131,4.035388577529791e-06,0.02328842629470898,2.524446349530496e-05,0.02183879453820097,em_halo_12p40_n45,0.2137562999996589,fail,bundle_method_failed_before_manifold;cross_resolution_manifold_distance_gt_0p01,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,5BEE3AF6EC59F598B04D9B60BC2147A608AF9EDF45F9FC0DC3FADA2B31343571,95a606ef75888fcef7f4d8cb2eedb120efc13b22
invariant_bundle_manifold_convergence_v2,BCD048008409BD67CAA4,622C929BECB834767763,em_halo_12p40_n21,earth_moon_l1_quasi_halo,traditional_pointwise_eigendecomposition,21,1,unstable,1,5e-08,2.855362047499724,12.3979820102438,41,cr3bp_synodic_rotating_nondimensional,DOP853_rtol1e-11_atol1e-13,none_fixed_duration,pass,fail,0.1235239283781203,7.151340755182589,true,1.332267629550188e-15,0.9999999953680511,0.9998913561199532,4.034471649285277e-06,0.02329909688284008,2.524590940308091e-05,0.02185158342309656,em_halo_12p40_n45,0.1630947999983619,fail,bundle_method_failed_before_manifold;cross_resolution_manifold_distance_gt_0p01,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,5BEE3AF6EC59F598B04D9B60BC2147A608AF9EDF45F9FC0DC3FADA2B31343571,95a606ef75888fcef7f4d8cb2eedb120efc13b22
invariant_bundle_manifold_convergence_v2,BCD048008409BD67CAA4,622C929BECB834767763,em_halo_12p40_n21,earth_moon_l1_quasi_halo,traditional_pointwise_eigendecomposition,21,1,unstable,-1,1e-07,2.855362047499724,12.3979820102438,41,cr3bp_synodic_rotating_nondimensional,DOP853_rtol1e-11_atol1e-13,none_fixed_duration,pass,fail,0.1235239283781203,7.151340755182589,true,1.332267629550188e-15,1.000000010241836,1.000217383301337,8.071698620729199e-06,0.02328309527394492,0,0.02183236610535335,em_halo_12p40_n45,0.1550747000001138,fail,bundle_method_failed_before_manifold;cross_resolution_manifold_distance_gt_0p01,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,5BEE3AF6EC59F598B04D9B60BC2147A608AF9EDF45F9FC0DC3FADA2B31343571,95a606ef75888fcef7f4d8cb2eedb120efc13b22
invariant_bundle_manifold_convergence_v2,BCD048008409BD67CAA4,622C929BECB834767763,em_halo_12p40_n21,earth_moon_l1_quasi_halo,traditional_pointwise_eigendecomposition,21,1,unstable,1,1e-07,2.855362047499724,12.3979820102438,41,cr3bp_synodic_rotating_nondimensional,DOP853_rtol1e-11_atol1e-13,none_fixed_duration,pass,fail,0.1235239283781203,7.151340755182589,true,1.332267629550188e-15,0.9999999901915582,0.9997827425200251,8.067976013801203e-06,0.02330443547848173,0,0.02187472829745004,em_halo_12p40_n45,0.1555800000005547,fail,bundle_method_failed_before_manifold;cross_resolution_manifold_distance_gt_0p01,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,5BEE3AF6EC59F598B04D9B60BC2147A608AF9EDF45F9FC0DC3FADA2B31343571,95a606ef75888fcef7f4d8cb2eedb120efc13b22
invariant_bundle_manifold_convergence_v2,BCD048008409BD67CAA4,622C929BECB834767763,em_halo_12p40_n21,earth_moon_l1_quasi_halo,traditional_pointwise_eigendecomposition,21,1,unstable,-1,2e-07,2.855362047499724,12.3979820102438,41,cr3bp_synodic_rotating_nondimensional,DOP853_rtol1e-11_atol1e-13,none_fixed_duration,pass,fail,0.1235239283781203,7.151340755182589,true,1.332267629550188e-15,1.000000020278979,1.000434893539638,1.614707323410252e-05,0.0232724439762421,5.051370055765154e-05,0.02181958920395172,em_halo_12p40_n45,0.1544369000002916,fail,bundle_method_failed_before_manifold;cross_resolution_manifold_distance_gt_0p01,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,5BEE3AF6EC59F598B04D9B60BC2147A608AF9EDF45F9FC0DC3FADA2B31343571,95a606ef75888fcef7f4d8cb2eedb120efc13b22
invariant_bundle_manifold_convergence_v2,BCD048008409BD67CAA4,622C929BECB834767763,em_halo_12p40_n21,earth_moon_l1_quasi_halo,traditional_pointwise_eigendecomposition,21,1,unstable,1,2e-07,2.855362047499724,12.3979820102438,41,cr3bp_synodic_rotating_nondimensional,DOP853_rtol1e-11_atol1e-13,none_fixed_duration,pass,fail,0.1235239283781203,7.151340755182589,true,1.332267629550188e-15,0.9999999798206073,0.9995656105237717,1.61320552251344e-05,0.023315119958831,5.046901721848198e-05,0.02192657181329247,em_halo_12p40_n45,0.1396503999985725,fail,bundle_method_failed_before_manifold;cross_resolution_manifold_distance_gt_0p01,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,5BEE3AF6EC59F598B04D9B60BC2147A608AF9EDF45F9FC0DC3FADA2B31343571,95a606ef75888fcef7f4d8cb2eedb120efc13b22
invariant_bundle_manifold_convergence_v2,BCD048008409BD67CAA4,622C929BECB834767763,em_halo_12p40_n21,earth_moon_l1_quasi_halo,ordered_partial_real_schur_tracking,21,1,unstable,-1,5e-08,2.855362047499724,12.3979820102438,41,cr3bp_synodic_rotating_nondimensional,DOP853_rtol1e-11_atol1e-13,none_fixed_duration,pass,boundary,8.121598454661443e-06,0.0004889216617299103,true,1.332267629550188e-15,1.000000005703543,1.000110317606152,2.482351795494076e-10,2.236032870097869e-06,2.872591975373774e-05,0.02183941451418566,em_halo_12p40_n45,0.1419573000002856,fail,cross_resolution_manifold_distance_gt_0p01,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,5BEE3AF6EC59F598B04D9B60BC2147A608AF9EDF45F9FC0DC3FADA2B31343571,95a606ef75888fcef7f4d8cb2eedb120efc13b22
invariant_bundle_manifold_convergence_v2,BCD048008409BD67CAA4,622C929BECB834767763,em_halo_12p40_n21,earth_moon_l1_quasi_halo,ordered_partial_real_schur_tracking,21,1,unstable,1,5e-08,2.855362047499724,12.3979820102438,41,cr3bp_synodic_rotating_nondimensional,DOP853_rtol1e-11_atol1e-13,none_fixed_duration,pass,boundary,8.121598454661443e-06,0.0004889216617299103,true,1.332267629550188e-15,0.9999999941413532,0.9998897158158119,2.471585461699411e-10,2.226646491966324e-06,2.870100350467176e-05,0.02185094487693355,em_halo_12p40_n45,0.1347122000006493,fail,cross_resolution_manifold_distance_gt_0p01,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,5BEE3AF6EC59F598B04D9B60BC2147A608AF9EDF45F9FC0DC3FADA2B31343571,95a606ef75888fcef7f4d8cb2eedb120efc13b22
invariant_bundle_manifold_convergence_v2,BCD048008409BD67CAA4,622C929BECB834767763,em_halo_12p40_n21,earth_moon_l1_quasi_halo,ordered_partial_real_schur_tracking,21,1,unstable,-1,1e-07,2.855362047499724,12.3979820102438,41,cr3bp_synodic_rotating_nondimensional,DOP853_rtol1e-11_atol1e-13,none_fixed_duration,pass,boundary,8.121598454661443e-06,0.0004889216617299103,true,1.332267629550188e-15,1.000000011024605,1.00022066677278,4.956483899329404e-10,2.232174613212013e-06,0,0.0218336013409371,em_halo_12p40_n45,0.1512386000013066,fail,cross_resolution_manifold_distance_gt_0p01,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,5BEE3AF6EC59F598B04D9B60BC2147A608AF9EDF45F9FC0DC3FADA2B31343571,95a606ef75888fcef7f4d8cb2eedb120efc13b22
invariant_bundle_manifold_convergence_v2,BCD048008409BD67CAA4,622C929BECB834767763,em_halo_12p40_n21,earth_moon_l1_quasi_halo,ordered_partial_real_schur_tracking,21,1,unstable,1,1e-07,2.855362047499724,12.3979820102438,41,cr3bp_synodic_rotating_nondimensional,DOP853_rtol1e-11_atol1e-13,none_fixed_duration,pass,boundary,8.121598454661443e-06,0.0004889216617299103,true,1.332267629550188e-15,0.9999999889964781,0.9997794642315838,4.965303464012539e-10,2.236786460658413e-06,0,0.02186987105007996,em_halo_12p40_n45,0.1588489999994636,fail,cross_resolution_manifold_distance_gt_0p01,B38099E93BB85AD4B97035D667A4AD5E6A74C1805B612EDEABC7AF6497C23EE5,5BEE3AF6EC59F598B04D9B60BC2147A608AF9EDF45F9FC0DC3FADA2B31343571,95a606ef75888fcef7f4d8cb2eedb120efc13b22
